the_geom,cartodb_id,codigo_accidente,fecha_ocurrencia,hora_ocurrencia,gravedad,objectid,localidad,municipio,x,y,timedate,clase
0101000020E6100000686E8D21838352C0846896CCFDAA1240,2182,4398494,2014-11-21,16:20:00,SOLO DANOS,4398494,CHAPINERO,BOGOTA,-74.05487861,4.666983792,2014-11-21 16:20:00+00,CHOQUE
0101000020E6100000B47E0F6B058252C0BE2678FE45CA1240,2183,4398493,2014-11-21,13:30:00,SOLO DANOS,4398493,USAQUEN,BOGOTA,-74.0315807,4.697532631,2014-11-21 13:30:00+00,CHOQUE
0101000020E6100000E4D8A506ED8252C02C64B3C563B61240,2184,4399782,2014-12-18,9:44:00,CON HERIDOS,4399782,CHAPINERO,BOGOTA,-74.04571692,4.678114976,2014-12-18 09:44:00+00,OTRO
0101000020E6100000E5E16A88DD8152C02DBDBC54FAD81240,2185,4399786,2014-11-28,12:30:00,SOLO DANOS,4399786,USAQUEN,BOGOTA,-74.02914629,4.711892437,2014-11-28 12:30:00+00,CHOQUE
0101000020E61000006FCBF9C2A18552C02BBC4F7E20791240,2186,4399813,2014-12-09,20:30:00,SOLO DANOS,4399813,LOS MARTIRES,BOGOTA,-74.08799815,4.618288015,2014-12-09 20:30:00+00,CHOQUE
0101000020E6100000D333187E2B8852C06F917E72496E1240,2187,4399836,2014-11-29,11:05:00,SOLO DANOS,4399836,PUENTE ARANDA,BOGOTA,-74.12765458,4.607702054,2014-11-29 11:05:00+00,CHOQUE
0101000020E610000076440722208452C03A337D53B1A91240,2188,4399841,2014-12-09,8:00:00,SOLO DANOS,4399841,BARRIOS UNIDOS,BOGOTA,-74.06446124,4.665715508,2014-12-09 08:00:00+00,CHOQUE
0101000020E6100000C70D3E1BF98452C0EEA7CEBC7F9E1240,2189,4399850,2014-12-09,12:00:00,SOLO DANOS,4399850,BARRIOS UNIDOS,BOGOTA,-74.07770425,4.654784155,2014-12-09 12:00:00+00,CHOQUE
0101000020E6100000FB00DCE0EF8752C06C8079985B7F1240,2190,4399849,2014-11-29,8:50:00,SOLO DANOS,4399849,PUENTE ARANDA,BOGOTA,-74.12401601,4.624372847,2014-11-29 08:50:00+00,CHOQUE
0101000020E61000004225FFAADB8752C0CE8E5998B3981240,2191,4399851,2014-12-09,14:30:00,SOLO DANOS,4399851,FONTIBON,BOGOTA,-74.12278247,4.649122601,2014-12-09 14:30:00+00,CHOQUE
0101000020E61000006739D8B4558C52C05775000B33691240,2192,4400216,2014-12-23,9:40:00,CON HERIDOS,4400216,BOSA,BOGOTA,-74.19273111,4.602733776,2014-12-23 09:40:00+00,CHOQUE
0101000020E6100000CBF88A7DC88452C0C8CAB8748F721240,2193,4400212,2014-12-12,12:10:00,SOLO DANOS,4400212,LOS MARTIRES,BOGOTA,-74.07473696,4.611875366,2014-12-12 12:10:00+00,CHOQUE
0101000020E6100000A6E313ADBA8552C042E7D5035DF41240,2194,4400215,2014-12-12,16:30:00,SOLO DANOS,4400215,SUBA,BOGOTA,-74.0895188,4.738636074,2014-12-12 16:30:00+00,CHOQUE
0101000020E6100000A2D9849AF28952C07070F6C2F5901240,2195,4400217,2014-12-12,1:00:00,SOLO DANOS,4400217,KENNEDY,BOGOTA,-74.15543235,4.641562506,2014-12-12 01:00:00+00,CHOQUE
0101000020E6100000EAC399B0B48552C06A1E92EAD35D1240,2196,4400220,2014-12-21,8:40:00,CON HERIDOS,4400220,ANTONIO NARINO,BOGOTA,-74.08915343,4.591628709,2014-12-21 08:40:00+00,CAIDA DE OCUPANTE
0101000020E61000007AD7BF3C7B8152C0E927D487B9FE1240,2197,4400230,2014-12-09,19:00:00,SOLO DANOS,4400230,USAQUEN,BOGOTA,-74.02314681,4.748754618,2014-12-09 19:00:00+00,CHOQUE
0101000020E6100000172EF73E1F8752C0BE4A18AF74AA1240,2198,4400231,2014-12-24,11:00:00,CON HERIDOS,4400231,ENGATIVA,BOGOTA,-74.1112821,4.666460739,2014-12-24 11:00:00+00,CHOQUE
0101000020E6100000B136AFB2C28852C0D691A41D97861240,2199,4400235,2014-12-22,14:20:00,CON HERIDOS,4400235,KENNEDY,BOGOTA,-74.13688342,4.631435836,2014-12-22 14:20:00+00,ATROPELLO
0101000020E6100000EFDDB19B838652C03EC99CB57B681240,2200,4400240,2014-12-12,14:30:00,SOLO DANOS,4400240,LOS MARTIRES,BOGOTA,-74.10178273,4.602034414,2014-12-12 14:30:00+00,CHOQUE
0101000020E610000076F480F8278352C0A3F868D9A9ED1240,2201,4400241,2014-12-22,15:00:00,CON HERIDOS,4400241,USAQUEN,BOGOTA,-74.04931462,4.732093236,2014-12-22 15:00:00+00,CHOQUE
0101000020E6100000D81A0AD2FE8952C05051CAAB40971240,2202,4400248,2014-12-13,15:00:00,SOLO DANOS,4400248,KENNEDY,BOGOTA,-74.15617801,4.647707638,2014-12-13 15:00:00+00,CHOQUE
0101000020E61000009D57353B048A52C0B03BFE87CBBC1240,2203,4400254,2014-12-23,8:50:00,CON HERIDOS,4400254,FONTIBON,BOGOTA,-74.15650826,4.68437016,2014-12-23 08:50:00+00,ATROPELLO
0101000020E610000096A601B6F58852C04665BB2982791240,2204,4400252,2014-12-24,12:30:00,CON HERIDOS,4400252,KENNEDY,BOGOTA,-74.13999701,4.618660595,2014-12-24 12:30:00+00,ATROPELLO
0101000020E610000015CF8503D48952C024C3BF42C5921240,2205,4400255,2014-12-13,20:00:00,SOLO DANOS,4400255,KENNEDY,BOGOTA,-74.15356529,4.643330615,2014-12-13 20:00:00+00,CHOQUE
0101000020E61000001D648FD9448952C0413C781199861240,2206,4400258,2014-12-23,21:30:00,CON HERIDOS,4400258,KENNEDY,BOGOTA,-74.14482726,4.631443284,2014-12-23 21:30:00+00,ATROPELLO
0101000020E6100000CA533F37A08752C00D964F2E44A11240,2207,4400262,2014-12-24,1:00:00,CON MUERTOS,4400262,FONTIBON,BOGOTA,-74.1191538,4.657486652,2014-12-24 01:00:00+00,ATROPELLO
0101000020E6100000A27AB235F78552C0FC968233CD9B1240,2208,4400260,2014-12-13,14:30:00,SOLO DANOS,4400260,TEUSAQUILLO,BOGOTA,-74.09321349,4.652149968,2014-12-13 14:30:00+00,CHOQUE
0101000020E610000016CFE0BC668752C00F84521E57A51240,2209,4400265,2014-12-24,3:00:00,CON HERIDOS,4400265,FONTIBON,BOGOTA,-74.11564562,4.661465143,2014-12-24 03:00:00+00,ATROPELLO
0101000020E6100000646E331FB48652C0727CB23738A01240,2210,4400273,2014-12-14,7:40:00,SOLO DANOS,4400273,ENGATIVA,BOGOTA,-74.10474377,4.656464453,2014-12-14 07:40:00+00,CHOQUE
0101000020E61000002DDFEE3D808752C07E5E981CDC8D1240,2211,4400272,2014-12-12,8:15:00,SOLO DANOS,4400272,FONTIBON,BOGOTA,-74.11720227,4.638534972,2014-12-12 08:15:00+00,CHOQUE
0101000020E6100000AC5E717DA78252C04CF230A8C7B21240,2212,4400280,2014-12-13,12:45:00,SOLO DANOS,4400280,CHAPINERO,BOGOTA,-74.04147278,4.674589756,2014-12-13 12:45:00+00,CHOQUE
0101000020E6100000625A43C5928A52C063A2C7436D901240,2213,4400287,2014-12-12,7:30:00,SOLO DANOS,4400287,KENNEDY,BOGOTA,-74.16520816,4.641041812,2014-12-12 07:30:00+00,CHOQUE
0101000020E610000015CF8503D48952C024C3BF42C5921240,2214,4400291,2014-12-12,15:40:00,SOLO DANOS,4400291,KENNEDY,BOGOTA,-74.15356529,4.643330615,2014-12-12 15:40:00+00,CHOQUE
0101000020E6100000132ED7E7F98852C079E8BB5B59D61240,2215,4400293,2014-12-14,18:20:00,SOLO DANOS,4400293,ENGATIVA,BOGOTA,-74.14025303,4.70932525,2014-12-14 18:20:00+00,CHOQUE
0101000020E6100000952C943D238652C00040113518C71240,2216,4400298,2014-12-14,7:00:00,SOLO DANOS,4400298,ENGATIVA,BOGOTA,-74.09590091,4.694428281,2014-12-14 07:00:00+00,CHOQUE
0101000020E6100000B1D7A2A23D8752C0AAC7BDC61C921240,2217,4400304,2014-12-14,11:00:00,SOLO DANOS,4400304,FONTIBON,BOGOTA,-74.11313692,4.642687898,2014-12-14 11:00:00+00,CHOQUE
0101000020E6100000999B3A52278752C09F78874184931240,2218,4400303,2014-12-14,8:00:00,SOLO DANOS,4400303,FONTIBON,BOGOTA,-74.11177498,4.644059204,2014-12-14 08:00:00+00,CHOQUE
0101000020E6100000DCDE7D749B8752C074FC3BCE79531240,2219,495970,2014-04-23,21:15:00,CON HERIDOS,4118433,RAFAEL URIBE URIBE,BOGOTA,-74.11886322,4.581519339,2014-04-23 21:15:00+00,CHOQUE
0101000020E6100000F16BF6D0968652C0C58650A0AD9D1240,2220,492361,2014-03-15,6:30:00,SOLO DANOS,4059697,TEUSAQUILLO,BOGOTA,-74.10295509,4.653982644,2014-03-15 06:30:00+00,CHOQUE
0101000020E61000008C59E5F8378352C034B2E2566CCC1240,2221,504008,2014-07-16,12:30:00,SOLO DANOS,4253777,USAQUEN,BOGOTA,-74.05029128,4.699632032,2014-07-16 12:30:00+00,CHOQUE
0101000020E6100000CA101BBAE68452C015A926449D661240,2222,489679,2014-02-18,5:00:00,CON HERIDOS,4012737,CANDELARIA,BOGOTA,-74.07658246,4.600209298,2014-02-18 05:00:00+00,CHOQUE
0101000020E6100000E4F70B7DFD8252C0D1D68ED039FD1240,2223,507452,2014-08-23,14:30:00,SOLO DANOS,4322945,USAQUEN,BOGOTA,-74.04672171,4.747290858,2014-08-23 14:30:00+00,CHOQUE
0101000020E6100000221E98C2348B52C076252A9D0D5E1240,2224,509962,2014-09-16,8:40:00,CON HERIDOS,4369937,CIUDAD BOLIVAR,BOGOTA,-74.17509522,4.591848808,2014-09-16 08:40:00+00,CHOQUE
0101000020E610000083B760D9A78652C01C53C6ABEBCB1240,2225,511381,2014-09-29,6:00:00,SOLO DANOS,4393921,ENGATIVA,BOGOTA,-74.1039947,4.699141201,2014-09-29 06:00:00+00,CHOQUE
0101000020E61000000FC977C6EA8652C0E55194C5A9C41240,2226,502904,2014-07-03,8:30:00,CON HERIDOS,4235537,ENGATIVA,BOGOTA,-74.10807955,4.692053878,2014-07-03 08:30:00+00,CHOQUE
0101000020E61000006A389A600E8552C0C33E76219ABC1240,2227,508207,2014-08-29,20:45:00,SOLO DANOS,4338225,ENGATIVA,BOGOTA,-74.07900252,4.684181712,2014-08-29 20:45:00+00,CHOQUE
0101000020E6100000DD32BC66ED8852C00309B0E605BA1240,2228,507805,2014-08-25,18:10:00,SOLO DANOS,4329937,FONTIBON,BOGOTA,-74.13948983,4.681663136,2014-08-25 18:10:00+00,CHOQUE
0101000020E6100000F808F527638952C036FD580FFF711240,2229,503254,2014-07-07,8:00:00,CON HERIDOS,4241297,KENNEDY,BOGOTA,-74.14667701,4.611324539,2014-07-07 08:00:00+00,CHOQUE
0101000020E6100000F9E0403E648552C013657E5414861240,2230,500864,2014-06-10,12:00:00,SOLO DANOS,4200385,TEUSAQUILLO,BOGOTA,-74.08424336,4.630936928,2014-06-10 12:00:00+00,CHOQUE
0101000020E6100000FA8DBBB0B18552C02CADD50A12A41240,2231,493430,2014-03-27,8:20:00,CON HERIDOS,4076865,BARRIOS UNIDOS,BOGOTA,-74.08897036,4.660225076,2014-03-27 08:20:00+00,CHOQUE
0101000020E61000009732ADA3238952C03505D2C85E6A1240,2232,491008,2014-03-04,19:05:00,CON MUERTOS,4035217,KENNEDY,BOGOTA,-74.14280025,4.603877199,2014-03-04 19:05:00+00,ATROPELLO
0101000020E6100000E1A5E098218652C03805343CB6821240,2233,504811,2014-07-24,8:00:00,SOLO DANOS,4272161,PUENTE ARANDA,BOGOTA,-74.09580061,4.627648297,2014-07-24 08:00:00+00,CHOQUE
0101000020E610000009193A09F48852C0679646C47B791240,2234,492436,2014-03-17,8:20:00,CON HERIDOS,4060897,KENNEDY,BOGOTA,-74.13989478,4.618636195,2014-03-17 08:20:00+00,CHOQUE
0101000020E610000009517C84138552C0AB40377882881240,2235,499294,2014-05-25,8:40:00,SOLO DANOS,4173793,TEUSAQUILLO,BOGOTA,-74.07931626,4.633310202,2014-05-25 08:40:00+00,CHOQUE
0101000020E6100000A8A0334DDE8452C0DE80858208BF1240,2236,506693,2014-08-15,12:40:00,CON HERIDOS,4308097,SUBA,BOGOTA,-74.07606821,4.6865559,2014-08-15 12:40:00+00,CAIDA DE OCUPANTE
0101000020E6100000E24B7B5F898752C098D368E93F021340,2237,489800,2014-02-18,11:10:00,CON HERIDOS,4015201,SUBA,BOGOTA,-74.11775958,4.752196929,2014-02-18 11:10:00+00,ATROPELLO
0101000020E61000001F10A1778E8352C027DCC8C89B9A1240,2238,497475,2014-05-07,11:45:00,SOLO DANOS,4142977,CHAPINERO,BOGOTA,-74.05557051,4.650984895,2014-05-07 11:45:00+00,CHOQUE
0101000020E6100000CDCE90942E8952C060AE6160FF8A1240,2239,492718,2014-03-19,7:50:00,SOLO DANOS,4065409,KENNEDY,BOGOTA,-74.14346804,4.635739809,2014-03-19 07:50:00+00,CHOQUE
0101000020E6100000D5E440475F8452C0F7A06A6B79C21240,2240,504355,2014-07-18,3:15:00,SOLO DANOS,4259697,SUBA,BOGOTA,-74.06831533,4.689916304,2014-07-18 03:15:00+00,CHOQUE
0101000020E61000009D2B24421E8A52C067B19DBAB5821240,2241,502397,2014-06-25,22:59:00,SOLO DANOS,4226977,KENNEDY,BOGOTA,-74.15809682,4.627646366,2014-06-25 22:59:00+00,CHOQUE
0101000020E6100000CF63B0BCED8452C0F03EF4C812C01240,2242,494182,2014-04-03,6:40:00,CON HERIDOS,4089569,SUBA,BOGOTA,-74.07701032,4.687571659,2014-04-03 06:40:00+00,CHOQUE
0101000020E61000003F34EE2BE18652C088EF27D7D2CB1240,2243,506956,2014-08-18,8:00:00,CON HERIDOS,4313153,ENGATIVA,BOGOTA,-74.10749338,4.69904648,2014-08-18 08:00:00+00,ATROPELLO
0101000020E610000003E4320B408752C0F42F9D6418CE1240,2244,487392,2014-01-24,4:33:00,SOLO DANOS,3973185,ENGATIVA,BOGOTA,-74.11328392,4.701264927,2014-01-24 04:33:00+00,CHOQUE
0101000020E6100000CC446299D68452C0B0A8E6444B6C1240,2245,499739,2014-05-29,22:45:00,SOLO DANOS,4181233,SANTA FE,BOGOTA,-74.07559809,4.605755879,2014-05-29 22:45:00+00,CHOQUE
0101000020E61000006778373F938452C09E2A0AB46E711240,2246,497530,2014-05-07,9:15:00,SOLO DANOS,4144145,SANTA FE,BOGOTA,-74.07148724,4.610773862,2014-05-07 09:15:00+00,CHOQUE
0101000020E610000079A8CB348A8152C0D409D005E1F11240,2247,492934,2014-03-20,12:30:00,SOLO DANOS,4068865,USAQUEN,BOGOTA,-74.02406044,4.736209956,2014-03-20 12:30:00+00,CHOQUE
0101000020E610000039DA6952C78252C06F7FA06F1AAF1240,2248,504515,2014-07-22,6:10:00,SOLO DANOS,4266881,CHAPINERO,BOGOTA,-74.04341565,4.670999283,2014-07-22 06:10:00+00,CHOQUE
0101000020E6100000607E9A9F6A8852C02A97C3772D941240,2249,509564,2014-09-13,5:25:00,CON HERIDOS,4362641,KENNEDY,BOGOTA,-74.13150778,4.644704696,2014-09-13 05:25:00+00,AUTOLESION
0101000020E6100000018E7CDFD18552C0A6178C7C24EA1240,2250,493925,2014-04-01,6:30:00,CON HERIDOS,4084993,SUBA,BOGOTA,-74.09093463,4.72865481,2014-04-01 06:30:00+00,CHOQUE
0101000020E6100000EA38F3B56B8952C06464A55653AA1240,2251,508682,2014-09-03,9:50:00,SOLO DANOS,4347121,FONTIBON,BOGOTA,-74.14719914,4.666333536,2014-09-03 09:50:00+00,CHOQUE
0101000020E6100000FDE83E7A8F8C52C094009F990C851240,2252,496144,2014-04-24,15:00:00,CON HERIDOS,4121217,BOSA,BOGOTA,-74.19625717,4.629930878,2014-04-24 15:00:00+00,CHOQUE
0101000020E6100000B03B6B243A8452C0EA8820277CA51240,2253,501722,2014-06-19,10:40:00,SOLO DANOS,4215889,BARRIOS UNIDOS,BOGOTA,-74.06604872,4.661606418,2014-06-19 10:40:00+00,CHOQUE
0101000020E6100000F0AB19E94A8A52C03A046384BD8B1240,2254,506235,2014-08-10,7:20:00,CON HERIDOS,4298049,KENNEDY,BOGOTA,-74.16082218,4.636465138,2014-08-10 07:20:00+00,ATROPELLO
0101000020E61000007F14C62DBE8152C0D9ABDECD92E51240,2255,503892,2014-07-15,21:30:00,SOLO DANOS,4251889,USAQUEN,BOGOTA,-74.02723259,4.724192826,2014-07-15 21:30:00+00,CHOQUE
0101000020E6100000959EF397D98852C031B23EC742821240,2256,493651,2014-03-28,22:20:00,SOLO DANOS,4080401,KENNEDY,BOGOTA,-74.13828086,4.627207864,2014-03-28 22:20:00+00,CHOQUE
0101000020E6100000E448A97CF68252C0B6FA2456CA011340,2257,4397801,2014-11-10,9:00:00,SOLO DANOS,4397801,USAQUEN,BOGOTA,-74.04629437,4.751748415,2014-11-10 09:00:00+00,CHOQUE
0101000020E6100000D930CED5B28752C0EC66A4B01B981240,2258,4397807,2014-11-13,12:00:00,SOLO DANOS,4397807,FONTIBON,BOGOTA,-74.12029023,4.648543129,2014-11-13 12:00:00+00,CHOQUE
0101000020E61000001F6898E9BD8552C0ABA3EA2449C81240,2259,4397810,2014-11-13,13:30:00,SOLO DANOS,4397810,ENGATIVA,BOGOTA,-74.08971634,4.695591523,2014-11-13 13:30:00+00,CHOQUE
0101000020E6100000808F4D34A08552C0C0C8548CB6B21240,2260,4397809,2014-11-13,11:00:00,SOLO DANOS,4397809,ENGATIVA,BOGOTA,-74.0879031,4.674524491,2014-11-13 11:00:00+00,CHOQUE
0101000020E61000005C343403948852C086A4071FF9641240,2261,4397825,2014-12-03,18:00:00,CON HERIDOS,4397825,PUENTE ARANDA,BOGOTA,-74.13403397,4.598606572,2014-12-03 18:00:00+00,CHOQUE
0101000020E610000061902E15BF8552C018CCEDCB8ABA1240,2262,4397827,2014-11-14,0:05:00,SOLO DANOS,4397827,ENGATIVA,BOGOTA,-74.08978777,4.682170092,2014-11-14 00:05:00+00,CHOQUE
0101000020E610000039142C786B8552C0A5D5A29B83371240,2263,4397831,2014-12-04,0:30:00,CON HERIDOS,4397831,SAN CRISTOBAL,BOGOTA,-74.08468441,4.554212982,2014-12-04 00:30:00+00,ATROPELLO
0101000020E61000004D9CC80BEA8852C0BCD58C6F9C3C1240,2264,4397835,2014-12-03,16:45:00,CON HERIDOS,4397835,CIUDAD BOLIVAR,BOGOTA,-74.13928504,4.559190505,2014-12-03 16:45:00+00,CHOQUE
0101000020E6100000AA8E61BD0D8252C0AD6CB25568CD1240,2265,4397832,2014-12-02,8:30:00,CON HERIDOS,4397832,USAQUEN,BOGOTA,-74.03208861,4.700593318,2014-12-02 08:30:00+00,ATROPELLO
0101000020E61000005EDD28E7A88952C03472555AF8861240,2266,4397836,2014-12-03,8:40:00,CON HERIDOS,4397836,KENNEDY,BOGOTA,-74.15093402,4.631806766,2014-12-03 08:40:00+00,CHOQUE
0101000020E610000057B01B234A8252C062F5D00964CC1240,2267,4397838,2014-12-01,14:30:00,CON HERIDOS,4397838,USAQUEN,BOGOTA,-74.03577497,4.699600366,2014-12-01 14:30:00+00,CHOQUE
0101000020E61000003920C5DD398952C0BF6F2DA7C55F1240,2268,4397854,2014-12-03,13:05:00,CON HERIDOS,4397854,TUNJUELITO,BOGOTA,-74.14415688,4.593527424,2014-12-03 13:05:00+00,CHOQUE
0101000020E6100000C842B624AE8852C0FFF4920B3DD21240,2269,4397860,2014-11-13,6:20:00,SOLO DANOS,4397860,ENGATIVA,BOGOTA,-74.13562887,4.705310994,2014-11-13 06:20:00+00,CHOQUE
0101000020E61000002A7AF900318452C085A4C8BAB5F51240,2270,4397858,2014-11-14,19:15:00,SOLO DANOS,4397858,SUBA,BOGOTA,-74.06549096,4.739951056,2014-11-14 19:15:00+00,CHOQUE
0101000020E61000003BF9BA2D4D8852C077DC20F5FF5F1240,2271,4397873,2014-12-02,19:20:00,CON HERIDOS,4397873,PUENTE ARANDA,BOGOTA,-74.12971061,4.593749838,2014-12-02 19:20:00+00,VOLCAMIENTO
0101000020E6100000A07050A4D68252C00ED3FB1CD8CD1240,2272,4397874,2014-12-03,16:50:00,CON HERIDOS,4397874,USAQUEN,BOGOTA,-74.0443507,4.701019719,2014-12-03 16:50:00+00,ATROPELLO
0101000020E6100000AC787EAC1B8552C084EE20E342691240,2273,4398083,2014-11-18,16:25:00,SOLO DANOS,4398083,SANTA FE,BOGOTA,-74.07981408,4.602794217,2014-11-18 16:25:00+00,CHOQUE
0101000020E610000056CFAC19978652C05E9A64DCBBFF1140,2274,4398080,2014-12-06,6:30:00,CON HERIDOS,4398080,USME,BOGOTA,-74.10297243,4.49974007,2014-12-06 06:30:00+00,CHOQUE
0101000020E6100000471C82485E8552C0B6A1D9AA61F31240,2275,4398081,2014-11-17,21:40:00,SOLO DANOS,4398081,SUBA,BOGOTA,-74.08387959,4.737677259,2014-11-17 21:40:00+00,CHOQUE
0101000020E6100000553D339DCA8652C06AF43F0076D21240,2276,4398084,2014-11-17,18:45:00,SOLO DANOS,4398084,ENGATIVA,BOGOTA,-74.10611658,4.705528263,2014-11-17 18:45:00+00,CHOQUE
0101000020E610000092AAB834C88B52C023AC14A246861240,2277,4398085,2014-12-06,20:20:00,CON HERIDOS,4398085,BOSA,BOGOTA,-74.1840946,4.631128819,2014-12-06 20:20:00+00,ATROPELLO
0101000020E6100000FDE83E7A8F8C52C094009F990C851240,2278,4397626,2014-12-01,11:45:00,CON HERIDOS,4397626,BOSA,BOGOTA,-74.19625717,4.629930878,2014-12-01 11:45:00+00,CHOQUE
0101000020E610000014DEDE68198852C0A5CE80D3EB811240,2279,4397656,2014-11-12,6:00:00,SOLO DANOS,4397656,KENNEDY,BOGOTA,-74.12655088,4.626876168,2014-11-12 06:00:00+00,CHOQUE
0101000020E61000004EFF312B168352C03CABBB687EF31240,2280,4398042,2014-11-17,17:00:00,SOLO DANOS,4398042,USAQUEN,BOGOTA,-74.04822807,4.7377869,2014-11-17 17:00:00+00,CHOQUE
0101000020E610000015A26C5F3A8552C0E654B17F3ECC1240,2281,4398091,2014-11-18,10:30:00,SOLO DANOS,4398091,SUBA,BOGOTA,-74.08168779,4.699457164,2014-11-18 10:30:00+00,CHOQUE
0101000020E61000005BB0D396FA8752C0E9F912ABB8E71240,2282,4398089,2014-11-17,9:20:00,SOLO DANOS,4398089,ENGATIVA,BOGOTA,-74.12466975,4.726290391,2014-11-17 09:20:00+00,CHOQUE
0101000020E61000003BA8E0CA3B8652C0E95CC6577F6D1240,2283,4398087,2014-11-17,12:50:00,SOLO DANOS,4398087,LOS MARTIRES,BOGOTA,-74.09739944,4.606931087,2014-11-17 12:50:00+00,CHOQUE
0101000020E6100000299DCE69848552C01E5F66CBFE541240,2284,4398093,2014-11-17,18:20:00,SOLO DANOS,4398093,SAN CRISTOBAL,BOGOTA,-74.08620687,4.583003214,2014-11-17 18:20:00+00,VOLCAMIENTO
0101000020E6100000327E595BEA8252C05A26F6E221CE1240,2285,4398096,2014-12-06,19:30:00,CON HERIDOS,4398096,USAQUEN,BOGOTA,-74.04555401,4.701301142,2014-12-06 19:30:00+00,CHOQUE
0101000020E6100000E8C0C3CBEB8752C0F3CB6545027F1240,2286,4398094,2014-11-18,22:15:00,SOLO DANOS,4398094,PUENTE ARANDA,BOGOTA,-74.12376684,4.624032101,2014-11-18 22:15:00+00,CHOQUE
0101000020E6100000C86037FFBE8452C04C27AC69EBF31240,2287,4398101,2014-12-06,9:15:00,CON HERIDOS,4398101,SUBA,BOGOTA,-74.07415753,4.738202716,2014-12-06 09:15:00+00,CHOQUE
0101000020E610000017EF50DFB58952C020E3E28C87AF1240,2288,4398097,2014-12-06,5:40:00,CON HERIDOS,4398097,FONTIBON,BOGOTA,-74.15172561,4.671415521,2014-12-06 05:40:00+00,CHOQUE
0101000020E610000095F935FCC88652C08E64CEB476BF1240,2289,4398099,2014-11-17,16:30:00,SOLO DANOS,4398099,ENGATIVA,BOGOTA,-74.10601716,4.686976266,2014-11-17 16:30:00+00,CHOQUE
0101000020E61000009F2D4D35668652C04DE2377B23811240,2290,4398105,2014-12-06,7:52:00,CON HERIDOS,4398105,PUENTE ARANDA,BOGOTA,-74.09998829,4.626111913,2014-12-06 07:52:00+00,CHOQUE
0101000020E61000001608D029A78752C0762B0C1053CE1240,2291,4398104,2014-11-17,19:00:00,SOLO DANOS,4398104,ENGATIVA,BOGOTA,-74.11957784,4.701488734,2014-11-17 19:00:00+00,CHOQUE
0101000020E6100000B8632913308452C0ED4362AB99931240,2292,4398106,2014-12-05,7:40:00,CON HERIDOS,4398106,CHAPINERO,BOGOTA,-74.06543426,4.64414089,2014-12-05 07:40:00+00,CAIDA DE OCUPANTE
0101000020E6100000513846A8958752C089DD28C6BADF1240,2293,4398107,2014-11-17,21:00:00,SOLO DANOS,4398107,ENGATIVA,BOGOTA,-74.11850936,4.718485924,2014-11-17 21:00:00+00,CHOQUE
0101000020E6100000E4810586858752C0888522295EB91240,2294,491683,2014-03-09,10:00:00,SOLO DANOS,4047585,ENGATIVA,BOGOTA,-74.11752463,4.681023257,2014-03-09 10:00:00+00,CHOQUE
0101000020E61000008FFA6A95E08352C019E9A55FABB51240,2295,510565,2014-09-22,19:10:00,CON HERIDOS,4380865,BARRIOS UNIDOS,BOGOTA,-74.0605825,4.677411551,2014-09-22 19:10:00+00,CHOQUE
0101000020E610000062C735F4C58852C0A16B8AC08B761240,2296,510822,2014-09-24,7:00:00,CON HERIDOS,4384977,KENNEDY,BOGOTA,-74.13708215,4.615767487,2014-09-24 07:00:00+00,CHOQUE
0101000020E6100000C7986596178552C0759483D904861240,2297,496586,2014-04-30,22:00:00,CON HERIDOS,4128369,TEUSAQUILLO,BOGOTA,-74.07956467,4.630877875,2014-04-30 22:00:00+00,ATROPELLO
0101000020E61000008272D605EE8652C01CEB40A81BAE1240,2298,497403,2014-05-07,15:40:00,CON HERIDOS,4141825,ENGATIVA,BOGOTA,-74.10827776,4.670027379,2014-05-07 15:40:00+00,AUTOLESION
0101000020E61000008CDC6BF2888752C0C15036CE6E6F1240,2299,500191,2014-06-04,5:45:00,CON HERIDOS,4189457,PUENTE ARANDA,BOGOTA,-74.11773358,4.608821127,2014-06-04 05:45:00+00,ATROPELLO
0101000020E6100000F26BDF34E18252C069D441338FB71240,2300,489868,2014-02-19,15:30:00,SOLO DANOS,4016289,CHAPINERO,BOGOTA,-74.04499552,4.679257203,2014-02-19 15:30:00+00,CHOQUE
0101000020E6100000EEB33CA2118352C0A694E92DA4B71240,2301,4399160,2014-11-24,13:15:00,SOLO DANOS,4399160,CHAPINERO,BOGOTA,-74.04795128,4.679337232,2014-11-24 13:15:00+00,CHOQUE
0101000020E61000006D6AAD233F8452C0D847A2F5C2AD1240,2302,4399161,2014-12-05,9:00:00,SOLO DANOS,4399161,BARRIOS UNIDOS,BOGOTA,-74.06635372,4.669689024,2014-12-05 09:00:00+00,CHOQUE
0101000020E6100000C57A8CBAE28352C00F9BCD85BF801240,2303,4399165,2014-12-04,16:00:00,SOLO DANOS,4399165,CHAPINERO,BOGOTA,-74.06071342,4.625730601,2014-12-04 16:00:00+00,CHOQUE
0101000020E61000002BA4997A7F8352C0BC2C95D378AF1240,2304,4399173,2014-11-24,9:20:00,SOLO DANOS,4399173,CHAPINERO,BOGOTA,-74.0546557,4.671359354,2014-11-24 09:20:00+00,CHOQUE
0101000020E6100000FC2A054C1C8352C0C14622CC9ED21240,2305,4399172,2014-12-05,8:15:00,SOLO DANOS,4399172,USAQUEN,BOGOTA,-74.04860211,4.705683889,2014-12-05 08:15:00+00,CHOQUE
